State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Maharashtra,Pune,Bandra,Villa,4,2932,318.9530829719347,2021,6,1,Semi-Furnished,2,17,24,East,First,Ready to move,Yes,Basic,Average,10878.345258251524,4,468.6467199925838,1
Gujarat,Chennai,Whitefield,Villa,4,476,90.61776563244064,2014,2,5,Unfurnished,3,19,24,East,First,Under Construction,Yes,"Gym, Pool, Park",Poor,19037.345721100974,11,133.14722730062718,0
Karnataka,Delhi,Koramangala,Independent House,2,2056,280.9946989586858,2020,1,1,Semi-Furnished,3,8,25,West,Third+,Under Construction,Yes,"Gym, Pool",Poor,13667.05734234853,5,412.8734006119609,0
Telangana,Ahmedabad,Koramangala,Independent House,1,2962,205.31260805682837,2016,5,3,Unfurnished,2,14,11,South,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,6931.553276732896,9,301.6715795389319,1
Tamil Nadu,Hyderabad,T Nagar,Apartment,4,1972,232.41786357310085,2023,9,3,Semi-Furnished,1,10,28,East,First,Ready to move,No,"Gym, Pool, Park",Poor,11785.89571871708,2,341.4980924978292,1
Maharashtra,Bangalore,Koramangala,Penthouse,3,3391,271.3282750684339,2022,5,6,Furnished,2,4,16,West,First,Ready to move,No,"Gym, Pool, Park",Poor,8001.423623368738,3,398.67025258776357,1
Karnataka,Ahmedabad,Andheri,Penthouse,1,3106,81.63016246508077,2008,3,6,Unfurnished,3,14,29,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,2628.144316325846,17,119.94148962368872,1
Karnataka,Pune,T Nagar,Villa,3,491,192.55411224901752,2004,0,0,Semi-Furnished,0,23,9,South,Second,Ready to move,Yes,Luxury,Good,39216.72347230499,21,282.92516343078034,1
Delhi,Ahmedabad,Koramangala,Apartment,2,2274,50.45578922076972,2014,4,4,Unfurnished,1,1,12,South,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,2218.8121908869707,11,74.13610773917976,1
Gujarat,Ahmedabad,Andheri,Penthouse,3,865,490.2407026027516,2010,0,1,Furnished,2,11,14,South,Second,Ready to move,Yes,Basic,Excellent,56675.22573442214,15,720.324428724382,1
Tamil Nadu,Delhi,Bandra,Penthouse,2,2913,76.89345383366054,2000,7,3,Furnished,1,24,25,North,Second,Ready to move,Yes,Basic,Average,2639.6654251170803,25,112.98171063992207,1
Maharashtra,Ahmedabad,Koramangala,Villa,2,3137,144.09187450157816,2011,1,7,Furnished,1,22,4,East,First,Ready to move,Yes,"Gym, Pool, Park",Poor,4593.301705501376,14,211.7182368439109,1
Delhi,Ahmedabad,Andheri,Apartment,2,1752,447.8206048176307,2000,8,6,Furnished,0,6,26,West,Second,Under Construction,No,"Gym, Pool, Park",Good,25560.536804659285,25,657.9953880281023,1
Gujarat,Hyderabad,Connaught Place,Penthouse,5,1708,251.7008221947881,2016,8,6,Furnished,0,1,4,North,Second,Under Construction,No,Luxury,Excellent,14736.582095713587,9,369.8310850044469,0
Delhi,Delhi,Whitefield,Independent House,3,1346,85.10585672990254,2012,2,0,Unfurnished,0,7,11,South,Third+,Ready to move,Yes,"Gym, Pool",Average,6322.8719710180185,13,125.04842479336409,1
Telangana,Bangalore,Connaught Place,Independent House,3,953,204.4306582588875,2022,5,4,Unfurnished,3,8,2,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,21451.275787921037,3,300.3757059384893,1
Gujarat,Pune,Andheri,Villa,3,2440,75.6166372118652,2004,8,6,Semi-Furnished,2,4,24,East,Third+,Under Construction,No,Basic,Good,3099.042508683,21,111.10564812859324,1
Gujarat,Delhi,T Nagar,Villa,2,2556,116.10367860056085,2004,6,2,Semi-Furnished,3,14,18,North,Third+,Under Construction,Yes,Basic,Average,4542.397441336497,21,170.59439478756747,1
Tamil Nadu,Delhi,T Nagar,Villa,4,491,44.97432653592561,2003,3,3,Furnished,2,18,3,West,First,Ready to move,Yes,Luxury,Average,9159.740638681387,22,66.08204071440682,1
Gujarat,Mumbai,Koramangala,Villa,1,1402,230.34919738356797,2016,2,4,Furnished,3,18,25,North,First,Ready to move,Yes,Basic,Good,16430.042609384305,9,338.45854318402166,0
Delhi,Delhi,Connaught Place,Penthouse,4,767,407.1853384281247,2022,1,2,Unfurnished,3,12,2,East,First,Ready to move,Yes,Basic,Excellent,53088.04933873856,3,598.2888502137538,0
Gujarat,Mumbai,T Nagar,Apartment,2,1219,301.2652057759498,2009,9,6,Furnished,0,12,1,West,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,24714.126806886776,16,442.6574254095328,1
Tamil Nadu,Pune,T Nagar,Villa,2,822,311.04574663261366,2005,9,5,Furnished,3,5,5,North,Second,Under Construction,Yes,Luxury,Excellent,37840.11516211845,20,457.02824869651846,1
Tamil Nadu,Ahmedabad,Connaught Place,Villa,3,971,116.28033443995535,2023,0,6,Furnished,0,0,7,North,First,Under Construction,Yes,Basic,Average,11975.31765602012,2,170.85396017232046,1
Telangana,Hyderabad,Bandra,Penthouse,3,3309,185.06904476113593,2001,9,2,Semi-Furnished,2,9,20,South,Second,Ready to move,Yes,Basic,Poor,5592.899509251614,24,271.9271436140931,1
Delhi,Hyderabad,T Nagar,Villa,4,1663,425.71620984359936,2012,0,7,Unfurnished,0,24,4,East,Second,Ready to move,Yes,Luxury,Good,25599.291030883905,13,625.5167798720813,0
Karnataka,Pune,Whitefield,Villa,3,834,62.17096847672698,1996,3,6,Semi-Furnished,1,5,27,South,Second,Ready to move,Yes,Luxury,Excellent,7454.55257514712,29,91.34954954470273,1
Karnataka,Pune,Andheri,Apartment,2,2659,431.8067137608962,1996,3,0,Furnished,1,24,3,South,Second,Under Construction,Yes,Basic,Poor,16239.440156483497,29,634.4657282796259,0
Gujarat,Chennai,Koramangala,Independent House,4,1823,252.17121260709712,2020,8,1,Furnished,3,2,6,West,Second,Ready to move,Yes,"Gym, Pool",Average,13832.759879709112,5,370.5222428443101,0
Telangana,Ahmedabad,T Nagar,Villa,2,2033,421.8307670360563,2007,9,3,Semi-Furnished,1,12,12,West,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,20749.17693241792,18,619.8077896641577,1
Maharashtra,Pune,Whitefield,Penthouse,4,2973,172.64308130931215,2005,0,4,Semi-Furnished,2,18,29,East,First,Ready to move,Yes,Basic,Poor,5807.032671016217,20,253.66932663303774,1
Gujarat,Delhi,Whitefield,Apartment,3,2153,182.64461675984998,2019,3,5,Unfurnished,3,9,16,West,First,Ready to move,Yes,Basic,Good,8483.261345092893,6,268.3648634816235,1
Telangana,Hyderabad,T Nagar,Penthouse,2,867,380.7703367951085,2013,2,5,Furnished,0,12,8,East,Second,Under Construction,Yes,"Gym, Pool, Park",Average,43918.147265871805,12,559.4765466656453,0
Delhi,Bangalore,Bandra,Apartment,1,1593,396.7981632282657,2023,8,2,Furnished,3,6,11,West,Second,Ready to move,Yes,Basic,Average,24908.861470700926,2,583.0266820539604,0
Delhi,Hyderabad,Andheri,Apartment,2,2242,130.22944543527046,2014,4,5,Semi-Furnished,3,14,13,South,Third+,Under Construction,Yes,Basic,Excellent,5808.628253134276,11,191.34978060413655,1
Delhi,Mumbai,Koramangala,Villa,2,1191,486.97823591451464,1995,8,1,Unfurnished,1,22,14,East,First,Ready to move,Yes,Luxury,Good,40888.18101717168,30,715.5307948197308,1
Delhi,Hyderabad,T Nagar,Villa,1,3322,60.555250037517894,2011,9,2,Unfurnished,3,3,27,South,Third+,Under Construction,Yes,Basic,Good,1822.8552088355777,14,88.97552907776932,1
Delhi,Chennai,Koramangala,Villa,1,2657,52.88142228902282,2014,5,3,Furnished,2,10,18,West,Third+,Under Construction,Yes,"Gym, Pool",Poor,1990.2680575469635,11,77.70015851037859,0
Telangana,Ahmedabad,Connaught Place,Independent House,2,2703,305.84202333732935,2012,8,6,Furnished,3,7,22,South,First,Ready to move,Yes,Luxury,Good,11314.910223356617,13,449.382271954859,1
Telangana,Pune,Whitefield,Independent House,3,2106,366.91556853037827,2002,0,3,Semi-Furnished,0,1,8,West,Third+,Under Construction,Yes,Basic,Good,17422.39166810913,23,539.1193466567195,0
Tamil Nadu,Ahmedabad,Whitefield,Penthouse,4,472,481.22534202798744,2007,3,5,Furnished,0,0,1,North,Third+,Ready to move,Yes,Basic,Poor,101954.52161609904,18,707.0779063094053,0
Karnataka,Pune,T Nagar,Villa,2,546,214.37397478345355,1998,3,0,Semi-Furnished,1,0,4,South,First,Ready to move,Yes,"Gym, Pool, Park",Excellent,39262.63274422226,27,314.9857000845436,1
Delhi,Hyderabad,T Nagar,Independent House,2,716,32.1398763150239,2013,9,3,Furnished,3,15,17,East,First,Ready to move,No,"Gym, Pool, Park",Good,4488.809541204455,12,47.22402265454395,1
Maharashtra,Bangalore,Connaught Place,Villa,2,1005,309.39024293427536,1997,9,3,Furnished,0,17,20,South,First,Ready to move,Yes,"Gym, Pool",Poor,30785.098799430387,28,454.59577063130376,1
Telangana,Bangalore,Bandra,Independent House,3,974,159.0540898874105,2000,5,3,Furnished,3,10,27,South,Third+,Under Construction,Yes,"Gym, Pool, Park",Average,16329.988694806005,25,233.70264000144329,0
Maharashtra,Chennai,T Nagar,Independent House,4,1577,227.81461817379306,2022,9,7,Unfurnished,3,21,25,East,Second,Ready to move,No,"Gym, Pool, Park",Excellent,14446.075978046485,3,334.7344147882258,0
Maharashtra,Mumbai,Whitefield,Apartment,3,2994,254.46535147996892,2023,0,1,Furnished,0,7,22,East,Second,Ready to move,Yes,"Gym, Pool",Poor,8499.176736137906,2,373.8930855022989,1
Maharashtra,Hyderabad,Koramangala,Villa,4,3282,50.96605315425624,2000,9,4,Furnished,3,18,6,North,Second,Ready to move,Yes,Basic,Good,1552.8961960468077,25,74.88585286322991,1
Tamil Nadu,Pune,Andheri,Villa,3,711,253.27125659076933,2016,4,7,Unfurnished,1,11,5,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Excellent,35621.836370009754,9,372.13856835523455,1
Telangana,Hyderabad,Koramangala,Independent House,3,3255,224.6334400660711,2000,2,4,Unfurnished,1,5,14,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Excellent,6901.180954410787,25,330.06022047724844,1
Maharashtra,Chennai,Bandra,Villa,2,1164,362.0212473375647,2018,0,5,Furnished,0,23,19,East,Second,Ready to move,Yes,"Gym, Pool",Excellent,31101.481730031337,7,531.9279831112412,1
Delhi,Delhi,Andheri,Independent House,4,2581,329.91963738192544,2002,5,3,Unfurnished,2,24,14,South,First,Ready to move,Yes,"Gym, Pool, Park",Average,12782.628337153252,23,484.7601862929381,1
Gujarat,Delhi,Koramangala,Villa,4,3395,108.9035447122693,2019,2,4,Unfurnished,2,15,2,West,First,Ready to move,Yes,Luxury,Poor,3207.7627308474016,6,160.0150359087815,1
Maharashtra,Chennai,Koramangala,Apartment,3,835,118.94668074099056,2011,3,7,Unfurnished,3,7,9,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Excellent,14245.111465986894,14,174.77169765490333,1
Tamil Nadu,Pune,Connaught Place,Villa,4,757,140.48296581169916,2004,8,7,Unfurnished,1,6,25,East,Second,Under Construction,No,Basic,Good,18557.855457291833,21,206.41556597926416,0
Telangana,Ahmedabad,Bandra,Apartment,1,3377,105.89621134264512,2018,1,5,Semi-Furnished,0,19,7,North,Third+,Under Construction,No,"Gym, Pool",Good,3135.807265106459,7,155.59627655249514,0
Tamil Nadu,Chennai,Whitefield,Penthouse,4,3330,335.4623358408642,1999,0,3,Furnished,1,2,18,South,Third+,Ready to move,No,Basic,Good,10073.944019245171,26,492.90422875989293,1
Maharashtra,Pune,Connaught Place,Villa,2,2699,497.3264860161299,2013,9,4,Semi-Furnished,2,22,20,North,Second,Ready to move,No,Basic,Excellent,18426.324046540565,12,730.7357692397825,1
Telangana,Bangalore,Andheri,Villa,2,534,333.01200344764953,2005,5,4,Furnished,2,0,11,North,Third+,Ready to move,No,Basic,Good,62361.798398436236,20,489.30388657705004,1
Gujarat,Chennai,Whitefield,Villa,1,922,311.2071421718198,2004,0,5,Unfurnished,3,22,8,South,First,Under Construction,Yes,"Gym, Pool",Excellent,33753.48613577221,21,457.26539169374433,0
Maharashtra,Pune,Connaught Place,Apartment,5,1203,216.76540800851478,1997,0,6,Semi-Furnished,0,5,26,East,First,Ready to move,Yes,Luxury,Poor,18018.737157815027,28,318.4995000659185,0
Tamil Nadu,Chennai,Bandra,Villa,4,3107,170.03852425268514,2016,6,2,Unfurnished,3,2,22,South,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,5472.75584978066,9,249.8423778221081,1
Karnataka,Chennai,T Nagar,Villa,4,2766,457.31540331511,2018,1,5,Unfurnished,1,18,21,North,Third+,Under Construction,Yes,Basic,Excellent,16533.456374371293,7,671.9463620440072,0
Delhi,Ahmedabad,T Nagar,Independent House,4,479,485.12089958823344,2004,3,1,Unfurnished,1,1,27,North,First,Ready to move,Yes,"Gym, Pool",Poor,101277.84960088381,21,712.8017584074652,0
Tamil Nadu,Ahmedabad,Andheri,Penthouse,2,1876,258.45256428210934,1996,3,2,Furnished,2,16,10,South,Second,Under Construction,Yes,"Gym, Pool, Park",Good,13776.789140837383,29,379.7516092206602,1
Telangana,Pune,T Nagar,Apartment,4,2861,159.2962378431476,2022,1,2,Unfurnished,3,15,18,North,Second,Under Construction,Yes,"Gym, Pool",Excellent,5567.851724681846,3,234.0584347915475,0
Maharashtra,Pune,Connaught Place,Independent House,5,2440,389.6586596814885,2003,5,4,Furnished,1,20,17,East,Second,Under Construction,Yes,Basic,Poor,15969.617200061004,22,572.5364090382674,0
Delhi,Mumbai,Andheri,Apartment,3,767,83.57925961610165,1999,9,0,Furnished,1,6,17,East,Third+,Ready to move,Yes,"Gym, Pool",Average,10896.904773937635,26,122.8053527920946,1
Maharashtra,Chennai,Whitefield,Independent House,2,1406,387.48235406896714,2015,1,0,Unfurnished,1,22,1,South,Second,Ready to move,Yes,Basic,Poor,27559.20014715271,10,569.3387020980923,0
Telangana,Delhi,Bandra,Penthouse,3,1392,413.0952196694426,2011,7,6,Furnished,0,5,27,South,Third+,Ready to move,Yes,"Gym, Pool",Average,29676.380723379498,14,606.9724046521759,1
Maharashtra,Chennai,Andheri,Independent House,5,995,79.95389342104033,2000,3,1,Semi-Furnished,2,10,22,East,Second,Ready to move,No,Basic,Poor,8035.567177994004,25,117.47850045300942,1
Karnataka,Chennai,Whitefield,Apartment,4,2296,488.8935050223506,2023,0,3,Furnished,3,14,4,West,Third+,Ready to move,No,"Gym, Pool, Park",Excellent,21293.27112466684,2,718.3449534945019,0
Delhi,Pune,Andheri,Villa,4,3465,493.04589938646967,2005,6,4,Unfurnished,1,21,11,West,First,Ready to move,Yes,"Gym, Pool",Good,14229.3188856124,20,724.446183119648,1
Delhi,Chennai,Koramangala,Villa,4,3148,469.6253500771286,2021,5,7,Unfurnished,0,10,9,West,Third+,Ready to move,No,"Gym, Pool",Excellent,14918.213153657198,4,690.0337124453544,0
Telangana,Hyderabad,Koramangala,Penthouse,4,1444,258.09670851500687,1999,5,1,Semi-Furnished,1,6,9,South,First,Ready to move,No,"Gym, Pool, Park",Excellent,17873.733276662526,26,379.22874035076535,0
Karnataka,Chennai,Andheri,Apartment,3,2996,138.11558829287765,2001,2,2,Semi-Furnished,1,14,3,East,First,Ready to move,Yes,Basic,Average,4609.999609241578,24,202.93711172247458,1
Tamil Nadu,Hyderabad,T Nagar,Apartment,3,2693,299.3644548233182,2001,9,4,Furnished,2,15,6,East,Second,Under Construction,No,Luxury,Good,11116.392678177432,24,439.86459866782684,1
Maharashtra,Ahmedabad,Koramangala,Apartment,2,2730,221.56824246628915,1998,6,2,Furnished,0,7,6,East,First,Under Construction,Yes,Basic,Good,8116.052837593009,27,325.5564395829488,1
Gujarat,Delhi,Bandra,Penthouse,3,3061,118.8553494642546,2015,5,1,Semi-Furnished,1,4,10,East,Third+,Under Construction,No,Basic,Excellent,3882.892827973035,10,174.6375020457052,1
Maharashtra,Pune,Whitefield,Villa,3,3378,223.36467661656684,2004,9,0,Unfurnished,2,16,10,South,First,Ready to move,Yes,"Gym, Pool, Park",Poor,6612.335009371428,21,328.1959907180742,1
Maharashtra,Chennai,Connaught Place,Independent House,4,3253,338.66712112524345,2018,9,1,Unfurnished,0,22,17,East,Third+,Ready to move,No,Luxury,Poor,10410.916726874992,7,497.6131097583468,1
Tamil Nadu,Hyderabad,Koramangala,Penthouse,2,2679,54.038389177275704,2012,8,5,Semi-Furnished,1,1,15,East,Third+,Ready to move,Yes,"Gym, Pool",Good,2017.1104582783016,13,79.40012244321647,1
Maharashtra,Hyderabad,Andheri,Independent House,1,2763,180.04064069408793,1995,2,4,Semi-Furnished,3,20,25,North,Third+,Ready to move,Yes,Luxury,Excellent,6516.128870578644,30,264.5387683368841,1
Karnataka,Ahmedabad,T Nagar,Villa,1,3285,28.541547206156093,2008,2,7,Unfurnished,2,6,4,North,Second,Ready to move,Yes,"Gym, Pool",Excellent,868.8446638099267,17,41.93689666531776,1
Karnataka,Hyderabad,Connaught Place,Penthouse,3,2223,379.7578426216043,2000,3,4,Unfurnished,1,22,22,North,Third+,Under Construction,Yes,"Gym, Pool",Average,17083.12382463357,25,557.9888605489191,0
Delhi,Bangalore,Whitefield,Villa,3,2411,327.5318084560164,2005,2,6,Furnished,1,24,10,North,Second,Ready to move,No,"Gym, Pool, Park",Good,13584.894585483882,20,481.25168220950474,1
Telangana,Mumbai,Whitefield,Independent House,2,2399,50.082624656943615,2008,3,3,Semi-Furnished,0,20,28,South,First,Ready to move,Yes,Basic,Poor,2087.6458798225767,17,73.58780656828326,1
Gujarat,Delhi,Koramangala,Apartment,2,810,483.07402860894456,2014,5,0,Semi-Furnished,3,5,8,West,First,Under Construction,No,Basic,Poor,59638.76896406723,11,709.794233408009,0
Maharashtra,Ahmedabad,Whitefield,Apartment,2,2692,30.858347421008325,2023,0,4,Semi-Furnished,2,11,1,North,Second,Under Construction,Yes,Luxury,Good,1146.2981954312156,2,45.34103626933642,1
Maharashtra,Ahmedabad,Whitefield,Independent House,1,786,303.18111030852253,2020,1,0,Unfurnished,0,15,24,North,First,Ready to move,No,Basic,Average,38572.660344595744,5,445.47251773171024,0
Tamil Nadu,Chennai,T Nagar,Apartment,2,3136,392.65638166354677,1997,9,4,Furnished,1,10,22,North,First,Ready to move,Yes,"Gym, Pool",Poor,12520.93053774065,28,576.9410461129462,1
Telangana,Bangalore,T Nagar,Independent House,2,2148,398.19023026146704,2010,5,0,Unfurnished,2,21,17,South,First,Ready to move,Yes,"Gym, Pool, Park",Good,18537.720217014292,15,585.0720852306307,1
Karnataka,Chennai,T Nagar,Penthouse,2,2805,36.456865084737814,2010,5,6,Semi-Furnished,1,16,12,West,First,Ready to move,Yes,Basic,Excellent,1299.709985195644,15,53.5670954611149,1
Gujarat,Chennai,Andheri,Penthouse,2,1421,455.0792636674108,2001,0,5,Semi-Furnished,1,9,12,East,Third+,Under Construction,Yes,Basic,Good,32025.282453723492,24,668.6607392759971,0
Delhi,Pune,Whitefield,Penthouse,2,3061,460.8568025250186,2002,5,6,Semi-Furnished,3,22,25,North,First,Under Construction,No,"Gym, Pool",Good,15055.759638190742,23,677.1498393342832,1
Karnataka,Pune,Whitefield,Apartment,4,3245,289.4673791140989,2021,8,1,Semi-Furnished,1,15,13,West,Third+,Ready to move,Yes,Luxury,Good,8920.412299355898,4,425.3225474500556,1
Telangana,Pune,Whitefield,Villa,2,2469,251.39993546583014,2022,7,0,Semi-Furnished,2,15,25,East,First,Under Construction,Yes,Basic,Excellent,10182.2574105237,3,369.3889836856525,1
Delhi,Bangalore,Bandra,Apartment,2,418,41.53638227004791,1998,9,2,Unfurnished,1,14,26,North,Second,Ready to move,Yes,"Gym, Pool",Good,9936.933557427728,27,61.03057267807913,1
Tamil Nadu,Chennai,T Nagar,Apartment,2,675,289.73798840473694,2006,4,5,Furnished,2,14,14,South,Second,Ready to move,Yes,Luxury,Excellent,42924.1464303314,19,425.720161278633,1
Tamil Nadu,Mumbai,Connaught Place,Villa,2,1058,216.50195924971075,2006,3,1,Semi-Furnished,3,22,8,South,Third+,Ready to move,Yes,Basic,Poor,20463.32318050196,19,318.1124074078096,0
Maharashtra,Delhi,Koramangala,Villa,1,3345,390.94707555615497,2004,5,4,Semi-Furnished,1,19,14,South,Second,Ready to move,No,"Gym, Pool",Average,11687.505995699701,21,574.4295146575097,1
Telangana,Pune,Connaught Place,Villa,1,951,213.86411210532216,2006,4,4,Semi-Furnished,0,3,7,East,Third+,Under Construction,Yes,"Gym, Pool",Excellent,22488.339863861427,19,314.2365445362527,0
Gujarat,Pune,Andheri,Villa,3,1078,348.1187999958607,2005,5,3,Unfurnished,2,21,17,South,First,Ready to move,Yes,Basic,Average,32293.024118354424,20,511.50072689584204,1
Delhi,Ahmedabad,Andheri,Apartment,3,1002,68.67591019401479,2005,9,7,Unfurnished,1,2,11,West,Second,Ready to move,Yes,"Gym, Pool",Average,6853.883252895687,20,100.9074430478613,1
Karnataka,Chennai,Whitefield,Independent House,3,764,83.81708996766413,2009,2,5,Semi-Furnished,0,13,1,East,Third+,Ready to move,Yes,Basic,Poor,10970.823294196876,16,123.15480360516055,1
Telangana,Chennai,Connaught Place,Penthouse,3,2373,87.06089151159601,2000,6,7,Semi-Furnished,2,9,8,South,Third+,Under Construction,Yes,Basic,Excellent,3668.811273139318,25,127.92101228922687,1
Telangana,Bangalore,Whitefield,Independent House,1,1194,41.85223990387689,2023,7,2,Semi-Furnished,0,5,13,West,First,Under Construction,Yes,Luxury,Poor,3505.2127222677464,2,61.494671167735675,0
Tamil Nadu,Bangalore,Bandra,Apartment,4,1758,279.8378524495058,2021,4,5,Semi-Furnished,1,10,26,West,First,Under Construction,Yes,"Gym, Pool, Park",Excellent,15917.966578470183,4,411.17361355547473,0
Maharashtra,Pune,Andheri,Villa,1,3099,401.10450850094526,2005,4,6,Semi-Furnished,3,3,24,North,Second,Ready to move,No,Basic,Average,12943.030283993072,20,589.3541160715033,1
Maharashtra,Chennai,Andheri,Penthouse,3,2174,312.99737777295974,1996,3,3,Unfurnished,3,9,17,North,Third+,Ready to move,Yes,Basic,Average,14397.30348541673,29,459.8958351265862,1
Delhi,Mumbai,Connaught Place,Penthouse,1,989,295.978345065371,2018,9,6,Semi-Furnished,0,15,24,West,First,Ready to move,Yes,Luxury,Good,29927.0318569637,7,434.8892925293485,0
